gene,ensembl_base,gene_length,gene_type
TRBV25OR9-2,ENSG00000240215,498,unprocessed_pseudogene
PTENP1,ENSG00000237984,3996,transcribed_processed_pseudogene
PTENP1-AS,ENSG00000281128,10744,antisense
TRBV26OR9-2,ENSG00000231165,293,TR_V_pseudogene
RP11-384P7.7,ENSG00000260947,3528,lincRNA
RP11-384P7.5,ENSG00000227301,2866,lincRNA
LINC01251,ENSG00000233776,5442,antisense
PRSS3,ENSG00000010438,48766,protein_coding
UBE2R2-AS1,ENSG00000235481,32846,antisense
TRBV29OR9-2,ENSG00000223394,608,TR_V_pseudogene
UBE2R2,ENSG00000107341,102838,protein_coding
Y_RNA,ENSG00000200834,101,misc_RNA
RNU4ATAC11P,ENSG00000251748,126,snRNA
UBAP2,ENSG00000137073,127257,protein_coding
SNORD121B,ENSG00000238300,81,snoRNA
SNORD121A,ENSG00000238886,82,snoRNA
OSTCP8,ENSG00000226801,448,processed_pseudogene
RN7SKP114,ENSG00000222259,279,misc_RNA
RP11-537H15.3,ENSG00000228352,11894,antisense
DCAF12,ENSG00000198876,41013,protein_coding
TUBB4BP2,ENSG00000224802,798,processed_pseudogene
RP11-537H15.4,ENSG00000239392,1540,processed_pseudogene
UBAP1,ENSG00000165006,73519,protein_coding
RP11-571F15.2,ENSG00000227383,327,processed_pseudogene
AL353662.2,ENSG00000279336,243,pseudogene
RNA5SP282,ENSG00000252164,108,rRNA
RP11-571F15.3,ENSG00000233668,645,processed_pseudogene
KIF24,ENSG00000186638,76820,protein_coding
RNU2-50P,ENSG00000222426,143,snRNA
AL353662.1,ENSG00000266881,52,miRNA
SERPINH1P1,ENSG00000229207,1249,processed_pseudogene
NUDT2,ENSG00000164978,14208,protein_coding
KIAA1161,ENSG00000164976,10184,protein_coding
C9ORF24,ENSG00000164972,18814,protein_coding
Y_RNA,ENSG00000207032,109,misc_RNA
FAM219A,ENSG00000164970,60387,protein_coding
DNAI1,ENSG00000122735,63576,protein_coding
RN7SKP24,ENSG00000251697,284,misc_RNA
ENHO,ENSG00000168913,2002,protein_coding
RP11-296L22.8,ENSG00000230729,2715,antisense
RP11-296L22.7,ENSG00000232983,473,processed_pseudogene
CNTFR,ENSG00000122756,38709,protein_coding
CNTFR-AS1,ENSG00000237159,14815,antisense
RPP25L,ENSG00000164967,1619,protein_coding
DCTN3,ENSG00000137100,6979,protein_coding
ARID3C,ENSG00000205143,6729,protein_coding
SIGMAR1,ENSG00000147955,3088,protein_coding
GALT,ENSG00000213930,12903,protein_coding
RP11-195F19.29,ENSG00000258728,10469,protein_coding
IL11RA,ENSG00000137070,11191,protein_coding
CCL27,ENSG00000213927,2169,protein_coding
RP11-195F19.30,ENSG00000261215,4127,processed_transcript
RP11-195F19.5,ENSG00000187186,1950,protein_coding
RP11-195F19.9,ENSG00000230074,15634,antisense
CCL19,ENSG00000172724,1711,protein_coding
CCL21,ENSG00000137077,1120,protein_coding
FAM205A,ENSG00000205108,6413,protein_coding
FAM205BP,ENSG00000257198,6292,transcribed_unprocessed_pseudogene
FAM205C,ENSG00000187791,6715,transcribed_unprocessed_pseudogene
GLULP4,ENSG00000178723,1122,processed_pseudogene
YWHAZP6,ENSG00000215199,738,processed_pseudogene
PHF24,ENSG00000122733,24937,protein_coding
DNAJB5-AS1,ENSG00000281491,3970,lincRNA
DNAJB5,ENSG00000137094,9260,protein_coding
RP11-392A14.9,ENSG00000273597,1653,processed_pseudogene
RP11-392A14.8,ENSG00000279489,1751,TEC
SYF2P2,ENSG00000233148,583,processed_pseudogene
RP11-182N22.9,ENSG00000279608,5702,TEC
C9ORF131,ENSG00000174038,4897,protein_coding
RN7SL338P,ENSG00000241568,293,misc_RNA
VCP,ENSG00000165280,17186,protein_coding
FANCG,ENSG00000221829,6182,protein_coding
PIGO,ENSG00000165282,7914,protein_coding
RP11-182N22.8,ENSG00000234181,1764,antisense
STOML2,ENSG00000165283,3420,protein_coding
FAM214B,ENSG00000005238,12230,protein_coding
RP11-182N22.7,ENSG00000215198,1775,processed_pseudogene
UNC13B,ENSG00000198722,243347,protein_coding
RP11-395N21.2,ENSG00000279083,1515,TEC
ATP8B5P,ENSG00000179766,76281,transcribed_unprocessed_pseudogene
ZFAND6P1,ENSG00000244213,605,processed_pseudogene
RUSC2,ENSG00000198853,71772,protein_coding
RPL36AP33,ENSG00000235619,310,processed_pseudogene
FAM166B,ENSG00000215187,2069,protein_coding
RP11-156G14.6,ENSG00000227852,166,processed_pseudogene
TESK1,ENSG00000107140,4737,protein_coding
AL357874.1,ENSG00000263892,112,miRNA
CD72,ENSG00000137101,37278,protein_coding
RP11-331F9.3,ENSG00000231393,1004,antisense
RP11-331F9.4,ENSG00000227933,830,antisense
SIT1,ENSG00000137078,1656,protein_coding
RMRP,ENSG00000269900,268,lincRNA
RMRP,ENSG00000277027,264,ribozyme
CCDC107,ENSG00000159884,3222,protein_coding
ARHGEF39,ENSG00000137135,16992,protein_coding
RN7SL22P,ENSG00000243136,269,misc_RNA
CA9,ENSG00000107159,7304,protein_coding
TPM2,ENSG00000198467,9029,protein_coding
TLN1,ENSG00000137076,35448,protein_coding
MIR6852,ENSG00000275831,66,miRNA
CREB3,ENSG00000107175,4688,protein_coding
MIR6853,ENSG00000273945,74,miRNA
GBA2,ENSG00000070610,12363,protein_coding
RGP1,ENSG00000107185,9289,protein_coding
MSMP,ENSG00000215183,3624,protein_coding
RP11-112J3.15,ENSG00000228843,1229,antisense
RP11-112J3.16,ENSG00000227388,18270,lincRNA
NPR2,ENSG00000159899,17579,protein_coding
SPAG8,ENSG00000137098,4228,protein_coding
AL133410.1,ENSG00000263448,75,miRNA
HINT2,ENSG00000137133,2395,protein_coding
TMEM8B,ENSG00000137103,40397,protein_coding
FAM221B,ENSG00000204930,12357,protein_coding
LINC00950,ENSG00000281205,6781,lincRNA
OR13E1P,ENSG00000236083,922,unitary_pseudogene
OR13J1,ENSG00000168828,1339,protein_coding
NDUFA5P4,ENSG00000233659,385,processed_pseudogene
HRCT1,ENSG00000196196,950,protein_coding
LINC00961,ENSG00000235387,2204,lincRNA
RP11-327L3.3,ENSG00000231518,7140,antisense
PGAM1P2,ENSG00000225639,725,processed_pseudogene
OR2S2,ENSG00000278889,1047,polymorphic_pseudogene
OR2S2,ENSG00000122718,960,protein_coding
YBX1P10,ENSG00000213866,975,processed_pseudogene
OR13C6P,ENSG00000179443,950,unprocessed_pseudogene
OR13C7,ENSG00000243641,959,polymorphic_pseudogene
OR2S1P,ENSG00000228307,950,unprocessed_pseudogene
OR2AM1P,ENSG00000236110,422,unprocessed_pseudogene
RECK,ENSG00000122707,88019,protein_coding
HAMMERHEAD_HH9,ENSG00000276730,77,misc_RNA
GLIPR2,ENSG00000122694,27378,protein_coding
CCIN,ENSG00000185972,1941,protein_coding
CLTA,ENSG00000122705,113926,protein_coding
GNE,ENSG00000159921,62616,protein_coding
RNU4-53P,ENSG00000222760,140,snRNA
HMGB3P24,ENSG00000215283,1426,processed_pseudogene
RNF38,ENSG00000137075,151153,protein_coding
AL354932.1,ENSG00000280576,141,miRNA
MELK,ENSG00000165304,104822,protein_coding
MIR4475,ENSG00000266255,61,miRNA
PAX5,ENSG00000196092,200911,protein_coding
RP11-344B23.2,ENSG00000258885,4821,antisense
MIR4540,ENSG00000264922,55,miRNA
MIR4476,ENSG00000265368,70,miRNA
RP11-297B17.3,ENSG00000250850,5344,antisense
RP11-297B17.2,ENSG00000125385,403,processed_pseudogene
LINC01400,ENSG00000232920,2262,lincRNA
RP11-220I1.5,ENSG00000260100,964,lincRNA
EBLN3,ENSG00000281649,10651,lincRNA
RP11-220I1.2,ENSG00000233242,2943,antisense
ZCCHC7,ENSG00000147905,237611,protein_coding
Y_RNA,ENSG00000200502,101,misc_RNA
RP11-220I1.4,ENSG00000228292,257,processed_pseudogene
AL158155.1,ENSG00000216070,82,miRNA
Y_RNA,ENSG00000206784,113,misc_RNA
RNU6-677P,ENSG00000252723,101,snRNA
RP11-397D12.4,ENSG00000224648,1257,lincRNA
GRHPR,ENSG00000137106,14325,protein_coding
CHCHD4P3,ENSG00000236156,410,processed_pseudogene
ZBTB5,ENSG00000168795,27286,protein_coding
KCTD9P3,ENSG00000187988,1169,processed_pseudogene
POLR1E,ENSG00000137054,17763,protein_coding
RP11-405L18.4,ENSG00000230188,473,processed_pseudogene
RP11-613M10.6,ENSG00000234160,1150,antisense
FBXO10,ENSG00000147912,65458,protein_coding
RP11-613M10.8,ENSG00000256966,79923,protein_coding
TOMM5,ENSG00000175768,9997,protein_coding
RP11-613M10.9,ENSG00000255872,480275,protein_coding
RAB1C,ENSG00000233111,606,processed_pseudogene
FRMPD1,ENSG00000070601,95905,protein_coding
RN7SKP171,ENSG00000201287,303,misc_RNA
TRMT10B,ENSG00000165275,25170,protein_coding
EXOSC3,ENSG00000107371,34460,protein_coding
DCAF10,ENSG00000122741,67165,protein_coding
RP11-3J10.7,ENSG00000232454,351,processed_pseudogene
PAICSP1,ENSG00000226055,1378,processed_pseudogene
SLC25A51,ENSG00000122696,24954,protein_coding
TMX2P1,ENSG00000213839,708,processed_pseudogene
SHB,ENSG00000107338,150078,protein_coding
RNU7-124P,ENSG00000251745,62,snRNA
AL161448.1,ENSG00000277122,85,miRNA
U8,ENSG00000200026,134,snoRNA
RP11-113O24.3,ENSG00000223716,16004,lincRNA
ALDH1B1,ENSG00000137124,5998,protein_coding
IGFBPL1,ENSG00000137142,15454,protein_coding
ARMC8P1,ENSG00000225254,1289,processed_pseudogene
TCEA1P3,ENSG00000215165,880,processed_pseudogene
GAS2L1P1,ENSG00000229511,1480,processed_pseudogene
VN1R48P,ENSG00000237487,1036,processed_pseudogene
RP11-392E22.3,ENSG00000243085,202,processed_pseudogene
FAM220BP,ENSG00000176007,816,processed_pseudogene
FAM95C,ENSG00000273036,4806,lincRNA
RP11-392E22.9,ENSG00000273170,36639,protein_coding
CYP4F33P,ENSG00000259898,256,processed_pseudogene
RP11-392E22.10,ENSG00000272934,827,processed_transcript
RP11-392E22.11,ENSG00000272904,25944,processed_transcript
RP11-392E22.5,ENSG00000250989,343,processed_pseudogene
ANKRD18A,ENSG00000180071,77408,protein_coding
SNX18P3,ENSG00000225345,1952,transcribed_unprocessed_pseudogene
FAM201A,ENSG00000204860,4517,antisense
YWHABP1,ENSG00000237557,727,processed_pseudogene
RNU6-765P,ENSG00000252725,99,snRNA
RP11-402N8.1,ENSG00000228467,47910,lincRNA
VN2R3P,ENSG00000234680,22626,unitary_pseudogene
CNTNAP3,ENSG00000106714,215549,protein_coding
RBM17P1,ENSG00000226625,1405,processed_pseudogene
RP11-290L7.5,ENSG00000271454,1249,processed_pseudogene
RP11-290L7.3,ENSG00000243695,720,processed_pseudogene
RN7SL640P,ENSG00000278825,261,misc_RNA
SPATA31A1,ENSG00000204849,6291,protein_coding
RP11-347J14.4,ENSG00000277024,9216,transcribed_processed_pseudogene
FAM74A1,ENSG00000215112,5852,lincRNA
RP11-347J14.8,ENSG00000224038,20800,lincRNA
RP11-347J14.7,ENSG00000231140,1670,lincRNA
ZNF658B,ENSG00000198416,65071,transcribed_unprocessed_pseudogene
SKP1P3,ENSG00000229707,487,processed_pseudogene
FKBP4P2,ENSG00000269692,1371,processed_pseudogene
SDR42E1P1,ENSG00000273994,477,processed_pseudogene
ATP5A1P8,ENSG00000234720,1291,processed_pseudogene
RAB28P1,ENSG00000226108,959,processed_pseudogene
RBPJP5,ENSG00000232239,1447,processed_pseudogene
GLIDR,ENSG00000278175,2703,lincRNA
RP11-104G3.2,ENSG00000229273,458,processed_pseudogene
RP11-204M4.2,ENSG00000204837,1394,unprocessed_pseudogene
RP11-104G3.7,ENSG00000276692,460,processed_pseudogene
RN7SL763P,ENSG00000277774,284,misc_RNA
SNORA70,ENSG00000252724,95,snoRNA
RP11-204M4.1,ENSG00000232798,346,processed_pseudogene
AL772307.1,ENSG00000184961,581,processed_pseudogene
RP11-216M21.1,ENSG00000237846,706,processed_pseudogene
C2ORF27AP3,ENSG00000230804,579,unprocessed_pseudogene
RP11-216M21.5,ENSG00000228136,22227,lincRNA
RP11-216M21.4,ENSG00000236966,472,processed_pseudogene
ANKRD20A2,ENSG00000183148,43108,protein_coding
RNU6-1269P,ENSG00000212441,107,snRNA
RP11-146D12.2,ENSG00000240240,64251,processed_transcript
RP11-146D12.6,ENSG00000234812,228,processed_pseudogene
SNX18P8,ENSG00000231390,874,unprocessed_pseudogene
FAM95B1,ENSG00000223839,7923,lincRNA
RP11-146D12.5,ENSG00000224681,466,unprocessed_pseudogene
CNN2P2,ENSG00000227069,909,processed_pseudogene
GXYLT1P3,ENSG00000232433,1193,processed_pseudogene
RP11-341A11.3,ENSG00000274157,229,processed_pseudogene
AQP7P3,ENSG00000278122,16035,unprocessed_pseudogene
ABC12-47964100C23.1,ENSG00000274067,16033,unprocessed_pseudogene
AC129778.2,ENSG00000184906,68930,lincRNA
BMS1P14,ENSG00000276500,60883,lincRNA
CH17-80A12.1,ENSG00000276266,10904,lincRNA
IGKV1OR9-2,ENSG00000225380,277,IG_V_pseudogene
FP325318.1,ENSG00000273743,82,miRNA
RP11-318K12.1,ENSG00000276963,12469,unprocessed_pseudogene
RNU6-156P,ENSG00000278331,107,snRNA
RP11-318K12.2,ENSG00000275390,38475,lincRNA
RP11-318K12.3,ENSG00000276868,130,processed_pseudogene
AL353626.1,ENSG00000274550,76,miRNA
FP565210.1,ENSG00000275704,83,miRNA
AL353763.1,ENSG00000278366,83,miRNA
MIR1299,ENSG00000275377,83,miRNA
RP11-87H9.2,ENSG00000276291,224949,transcribed_unprocessed_pseudogene
PGM5P2,ENSG00000277778,67619,lincRNA
RP11-87H9.4,ENSG00000280077,1903,TEC
RP11-87H9.5,ENSG00000279456,1628,TEC
PGM5-AS1,ENSG00000225655,2683,lincRNA
BX255923.3,ENSG00000276462,5436,lincRNA
FOXD4L6,ENSG00000273514,2034,protein_coding
CBWD7,ENSG00000215126,67956,protein_coding
MIR4477A,ENSG00000276029,81,miRNA
5S_RRNA,ENSG00000277049,118,rRNA
RP11-4L24.4,ENSG00000279561,4082,TEC
RP11-4L24.3,ENSG00000275450,6567,lincRNA
CDK2AP2P1,ENSG00000278647,328,transcribed_processed_pseudogene
MYO5BP1,ENSG00000274680,1239,processed_pseudogene
RP11-187C18.5,ENSG00000276502,22147,lincRNA
RP11-187C18.4,ENSG00000276832,1042,unprocessed_pseudogene
RP11-187C18.3,ENSG00000275160,589,processed_pseudogene
RP11-157L3.3,ENSG00000277340,298,processed_pseudogene
SNORA70,ENSG00000276094,95,snoRNA
RN7SL565P,ENSG00000276562,284,misc_RNA
FAM27D1,ENSG00000275493,341,processed_pseudogene
RP11-157L3.10,ENSG00000278077,211,processed_pseudogene
RP11-34H11.3,ENSG00000278054,211,processed_pseudogene
FAM27E2,ENSG00000276135,403,processed_pseudogene
RP11-157L3.9,ENSG00000276412,238,processed_pseudogene
RP11-157L3.6,ENSG00000277979,79,processed_pseudogene
RP11-157L3.12,ENSG00000275239,41365,lincRNA
Y_RNA,ENSG00000278028,112,misc_RNA
RP11-34H11.6,ENSG00000274688,217,processed_pseudogene
RP11-157L3.11,ENSG00000278001,415,processed_pseudogene
RP11-292F9.1,ENSG00000275297,4088,processed_transcript
CNTNAP3B,ENSG00000154529,239197,protein_coding
RBM17P3,ENSG00000237207,1407,processed_pseudogene
RP11-24B13.2,ENSG00000270909,4402,processed_pseudogene
RN7SL343P,ENSG00000273717,261,misc_RNA
SPATA31A6,ENSG00000185775,6224,protein_coding
RP11-366N18.2,ENSG00000239986,330,processed_pseudogene
FAM74A7,ENSG00000277260,5989,lincRNA
RP11-366N18.5,ENSG00000276277,78,processed_pseudogene
RP11-286O1.1,ENSG00000275649,122644,lincRNA
FKBP4P6,ENSG00000268234,1332,processed_pseudogene
RP11-286O1.2,ENSG00000277213,481,processed_pseudogene
ATP5A1P1,ENSG00000234861,1321,processed_pseudogene
RAB28P3,ENSG00000227353,908,processed_pseudogene
RBPJP6,ENSG00000227924,1431,processed_pseudogene
RP11-475I24.3,ENSG00000237357,2675,lincRNA
RP11-475I24.9,ENSG00000212952,451,processed_pseudogene
RP11-475I24.8,ENSG00000229311,7121,lincRNA
RP11-475I24.1,ENSG00000204816,1378,unprocessed_pseudogene
RP11-475I24.7,ENSG00000230245,352,processed_pseudogene
RP11-175I6.1,ENSG00000216829,1382,unprocessed_pseudogene
RP11-175I6.5,ENSG00000233424,6740,lincRNA
ADGRF5P2,ENSG00000204818,5281,unprocessed_pseudogene
MEP1AP4,ENSG00000224537,6109,unprocessed_pseudogene
ANKRD20A7P,ENSG00000236816,42077,unprocessed_pseudogene
RNU6-599P,ENSG00000238529,107,snRNA
CR848007.2,ENSG00000170165,18858,unprocessed_pseudogene
RP11-459O16.7,ENSG00000273900,228,processed_pseudogene
SNX18P5,ENSG00000275144,868,unprocessed_pseudogene
CYP4F60P,ENSG00000230635,1065,unprocessed_pseudogene
CR848007.5,ENSG00000229079,787,processed_pseudogene
CNN2P4,ENSG00000213816,904,processed_pseudogene
GXYLT1P5,ENSG00000276591,3466,transcribed_processed_pseudogene
RP11-459O16.9,ENSG00000277697,1068,lincRNA
RP11-459O16.8,ENSG00000276128,6396,lincRNA
FP325317.1,ENSG00000277737,17545,protein_coding
BX088702.1,ENSG00000274431,84,miRNA
BX088702.2,ENSG00000276235,84,miRNA
BX088702.3,ENSG00000277648,82,miRNA
BX088702.4,ENSG00000277886,83,miRNA
RP11-49E18.1,ENSG00000277598,235,processed_pseudogene
SPATA31A5,ENSG00000276581,6277,protein_coding
RP11-144A16.6,ENSG00000275628,9242,lincRNA
RP11-144A16.5,ENSG00000274916,394,transcribed_processed_pseudogene
FAM74A6,ENSG00000274516,6973,lincRNA
RP11-144A16.3,ENSG00000273676,481,transcribed_processed_pseudogene
RP11-144A16.8,ENSG00000276422,20875,lincRNA
RP11-144A16.4,ENSG00000278485,82,processed_pseudogene
SPATA31A7,ENSG00000276040,6278,protein_coding
RP11-101E5.6,ENSG00000277412,9236,antisense
RP11-101E5.2,ENSG00000276149,370,transcribed_processed_pseudogene
FAM74A4,ENSG00000274583,7116,transcribed_processed_pseudogene
RP11-101E5.1,ENSG00000275676,1951,lincRNA
RN7SL462P,ENSG00000276522,261,misc_RNA
RP11-160N1.11,ENSG00000277109,863,unprocessed_pseudogene
RP11-160N1.9,ENSG00000231248,11808,lincRNA
Y_RNA,ENSG00000238933,112,misc_RNA
RP11-160N1.10,ENSG00000204814,2958,lincRNA
RP11-160N1.8,ENSG00000231454,808,processed_pseudogene
RN7SL722P,ENSG00000273940,284,misc_RNA
FAM27C,ENSG00000154537,1170,lincRNA
RP11-374M1.11,ENSG00000277624,199,processed_pseudogene
RP11-374M1.7,ENSG00000170152,715,processed_pseudogene
FAM27E4,ENSG00000204805,342,processed_pseudogene
RP11-374M1.5,ENSG00000235659,1211,lincRNA
RP11-374M1.4,ENSG00000223379,18358,lincRNA
Y_RNA,ENSG00000238749,112,misc_RNA
RP11-374M1.3,ENSG00000229697,12218,lincRNA
RP11-374M1.10,ENSG00000276795,412,processed_pseudogene
RP11-374M1.9,ENSG00000276845,905,unprocessed_pseudogene
RP11-374M1.2,ENSG00000231527,4141,processed_transcript
RP11-449H15.2,ENSG00000231838,47924,lincRNA
RP11-111F5.2,ENSG00000231995,601,processed_pseudogene
RP11-111F5.3,ENSG00000231212,1596,lincRNA
RP11-111F5.1,ENSG00000236450,307,processed_pseudogene
SNORA70,ENSG00000252133,95,snoRNA
RN7SL544P,ENSG00000275230,284,misc_RNA
RP11-111F5.4,ENSG00000204802,2709,lincRNA
RP11-111F5.5,ENSG00000227449,59039,transcribed_unprocessed_pseudogene
RP11-111F5.8,ENSG00000233651,6834,lincRNA
RP11-111F5.6,ENSG00000226429,309,unprocessed_pseudogene
RP11-96J15.1,ENSG00000224603,379,processed_pseudogene
RP11-96J15.2,ENSG00000204801,1386,unprocessed_pseudogene
LINC01189,ENSG00000232827,6828,lincRNA
RP11-211N8.2,ENSG00000226007,2388,lincRNA
RP11-211N8.3,ENSG00000212951,457,unprocessed_pseudogene
CNTNAP3P5,ENSG00000278213,10069,unprocessed_pseudogene
RBPJP7,ENSG00000234217,1447,processed_pseudogene
RAB28P2,ENSG00000236825,952,processed_pseudogene
RP11-211N8.6,ENSG00000234451,1075,processed_pseudogene
ATP5A1P7,ENSG00000241571,1279,processed_pseudogene
BX664724.4,ENSG00000234276,502,processed_pseudogene
FKBP4P7,ENSG00000235256,1363,processed_pseudogene
LINC01410,ENSG00000238113,12026,lincRNA
RNA5SP283,ENSG00000202474,119,rRNA
RP11-262H14.5,ENSG00000229422,625,processed_pseudogene
PTGER4P2,ENSG00000184523,252,processed_pseudogene
CDK2AP2P2,ENSG00000237451,367,processed_pseudogene
RP11-262H14.3,ENSG00000234665,41089,lincRNA
MYO5BP2,ENSG00000238245,1277,processed_pseudogene
ADGRF5P1,ENSG00000227582,4085,transcribed_processed_pseudogene
RP11-262H14.11,ENSG00000219693,1387,unprocessed_pseudogene
RP11-262H14.4,ENSG00000170161,2656,lincRNA
CNTNAP3P1,ENSG00000273509,10054,unprocessed_pseudogene
RP11-350D23.4,ENSG00000244081,397,unprocessed_pseudogene
BMS1P9,ENSG00000198312,3577,unprocessed_pseudogene
RP11-381O7.3,ENSG00000182021,15846,lincRNA
AQP7P4,ENSG00000176115,16043,unprocessed_pseudogene
AL591379.1,ENSG00000265285,67,miRNA
AQP7P1,ENSG00000186466,16025,unprocessed_pseudogene
RP11-236F9.2,ENSG00000228522,13335,transcribed_unprocessed_pseudogene
BMS1P10,ENSG00000237238,7209,unprocessed_pseudogene
FO203515.1,ENSG00000276059,82,miRNA
RP11-452D2.1,ENSG00000233555,581,processed_pseudogene
RP11-452D2.2,ENSG00000234042,691,processed_pseudogene
RP11-149F8.3,ENSG00000268951,578,processed_pseudogene
RP11-149F8.5,ENSG00000224267,16034,lincRNA
RP11-149F8.4,ENSG00000225360,472,processed_pseudogene
MYO5BP3,ENSG00000228656,1279,processed_pseudogene
CDK2AP2P3,ENSG00000226020,372,processed_pseudogene
PTGER4P3,ENSG00000239684,252,processed_pseudogene
RP11-764K9.1,ENSG00000225411,12016,lincRNA
RNA5SP284,ENSG00000207277,118,rRNA
DUX4L50,ENSG00000232815,715,unprocessed_pseudogene
MIR4477B,ENSG00000266017,81,miRNA
RP11-764K9.4,ENSG00000215548,27515,unprocessed_pseudogene
BX255923.2,ENSG00000204790,29394,unprocessed_pseudogene
U6,ENSG00000275068,106,snRNA
ANKRD20A4,ENSG00000172014,43749,protein_coding
RNU6-1193P,ENSG00000238551,107,snRNA
SNX18P9,ENSG00000224185,835,processed_pseudogene
RP11-250H24.2,ENSG00000229156,378,processed_pseudogene
CYP4F25P,ENSG00000224106,1036,unprocessed_pseudogene
CR769776.3,ENSG00000224762,787,processed_pseudogene
CNN2P3,ENSG00000235832,906,processed_pseudogene
GXYLT1P6,ENSG00000235310,1187,processed_pseudogene
RP11-250H24.7,ENSG00000277869,229,processed_pseudogene
AQP7P2,ENSG00000181997,16027,unprocessed_pseudogene
RP11-574E24.3,ENSG00000176134,14712,transcribed_unprocessed_pseudogene
BMS1P11,ENSG00000225883,3578,unprocessed_pseudogene
RP11-250H24.6,ENSG00000235932,353,processed_pseudogene
IGKV1OR-2,ENSG00000156755,482,IG_V_pseudogene
AL359955.1,ENSG00000239028,82,miRNA
BNIP3P4,ENSG00000271225,565,processed_pseudogene
RP11-460N11.2,ENSG00000197550,18472,unprocessed_pseudogene
AC125634.1,ENSG00000223602,10274,unprocessed_pseudogene
RNU6-1293P,ENSG00000206804,107,snRNA
BMS1P12,ENSG00000224599,3616,unprocessed_pseudogene
RP11-15J10.8,ENSG00000236252,10875,transcribed_processed_pseudogene
RP11-15J10.9,ENSG00000267085,256,processed_pseudogene
IGKV1OR9-1,ENSG00000204780,284,IG_V_pseudogene
FOXD4L5,ENSG00000204779,3109,protein_coding
RP11-15J10.1,ENSG00000204778,35102,unprocessed_pseudogene
Y_RNA,ENSG00000276723,112,misc_RNA
ABC14-1080714F14.1,ENSG00000280286,5698,unprocessed_pseudogene
CBWD5,ENSG00000147996,65237,protein_coding
FOXD4L4,ENSG00000184659,2230,protein_coding
IGKV1OR-3,ENSG00000204776,480,IG_V_pseudogene
RP11-460E7.9,ENSG00000237904,399,processed_pseudogene
RP11-460E7.8,ENSG00000235893,541,processed_pseudogene
BMS1P13,ENSG00000231701,3577,unprocessed_pseudogene
RP11-1221G12.2,ENSG00000279955,12085,transcribed_unprocessed_pseudogene
AQP7P3,ENSG00000279688,16025,unprocessed_pseudogene
RP11-15E1.5,ENSG00000274893,6292,lincRNA
RP11-15E1.4,ENSG00000273668,226,transcribed_processed_pseudogene
GXYLT1P4,ENSG00000275026,5059,transcribed_processed_pseudogene
RP11-15E1.6,ENSG00000278068,906,processed_pseudogene
